,LShoulderPitch,LShoulderRoll,RShoulderPitch,RShoulderRoll,LElbowYaw,LElbowRoll,RElbowYaw,RElbowRoll
139,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
140,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
141,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
142,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
143,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
144,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
145,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
146,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
147,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
148,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
149,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
150,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
151,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
152,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
153,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
154,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
155,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
156,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
157,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
158,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
159,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
160,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
161,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
162,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
163,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
164,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
165,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
166,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
167,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
168,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
169,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
170,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
171,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
172,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
173,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
174,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
175,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
176,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
177,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
178,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
179,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
180,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
181,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
182,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
183,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
184,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
185,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
186,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
187,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
188,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
189,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
190,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
191,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
192,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
193,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
194,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
195,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
196,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
197,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
198,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
199,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
200,-0.6477319833993913,0.0087,-2.0857,-1.0451603141486645,-2.0857,-1.562,-1.1891836475431918,0.0087
