,LShoulder_Pitch,LShoulder_Roll,RShoulder_Pitch,RShoulder_Roll,LElbow_Yaw,LElbow_Roll,RElbow_Yaw,RElbow_Roll
0,1.515616235933341,-0.04313732080593802,1.3250847597855409,-0.37982232039022334,-1.4606158546952495,-0.7558455264459036,1.005267976983962,0.5218917140967845
1,1.5007867737785354,-0.06570899990866819,1.3289342581885546,-0.40614187912558086,-1.4732226297410382,-0.7390673983318221,0.9857653843226137,0.5112957702455314
2,1.4940733599754505,-0.07654421542963163,1.3279927851764197,-0.41921845445120165,-1.4865189007509718,-0.7316220887316982,0.9715691736016621,0.508963652531516
3,1.4921005031060346,-0.08008055864581998,1.332658461218727,-0.42452932890048656,-1.487688811403606,-0.7335144595177905,0.9738723831410632,0.5126182752757016
4,1.490943137073705,-0.08236131395727075,1.337703327482185,-0.4254894600117156,-1.4864544968474125,-0.735951283505174,0.9845401205063682,0.5145245238440865
5,1.4956254120432058,-0.084024104184236,1.3439746735790132,-0.4237576324958723,-1.4857341737716447,-0.7448365397511489,0.9944404447314387,0.5171912001174341
6,1.4991183932897256,-0.08680070745128221,1.3458650515979644,-0.4253945308700837,-1.490464484367453,-0.7519227210805117,0.9941170262365182,0.519703843370869
7,1.5028931292288343,-0.09066208320342639,1.3495711641159231,-0.4287473630480396,-1.4920035516148513,-0.7576437434879759,0.9934801458041383,0.5265712616176037
8,1.5065535737887992,-0.0934377192076461,1.3549647981192152,-0.4321498677276008,-1.4934396748008432,-0.7642030764719316,0.9963065279907951,0.5340014842121139
9,1.5113689022686725,-0.09290902862848527,1.354810254492132,-0.4314990836161965,-1.499265957458502,-0.7709344756273411,0.9985367398769073,0.5376371318642477
10,1.5164088584388369,-0.09361062608491277,1.355359712576024,-0.43245000448376336,-1.5034790495694061,-0.7783920756639846,0.9962871781597689,0.5422761774089997
11,1.5164130153639024,-0.09162261271616479,1.35664370018945,-0.431738321228732,-1.5019296835471383,-0.7776088730331092,0.993925457546116,0.5555635690826639
12,1.516428060951746,-0.09051720489267812,1.3571757395412023,-0.42369320965884083,-1.5106925735870826,-0.7795836441040827,0.9948712068807648,0.5777765424713013
13,1.516707657861745,-0.08927786559093831,1.3574812705945574,-0.40794280020435814,-1.5157772802889298,-0.785064864607953,0.9954898519985275,0.5967127979433089
14,1.517394370539703,-0.08884180541888265,1.355112130812666,-0.3942722786038684,-1.5188100072172546,-0.789390473014651,0.9859935023401605,0.6101810629797928
15,1.516784728583187,-0.08982554041205582,1.3474051359029497,-0.3856559374986883,-1.5217464305631367,-0.794143113434921,0.9775857756642662,0.6291236481232243
16,1.5143893766283467,-0.08911208637704848,1.3421147270887506,-0.3769705875861784,-1.5239403147066313,-0.7965094658439975,0.9741485908465404,0.6455483343179447
17,1.511099481894598,-0.09238816389759275,1.342836247746977,-0.37699022237574464,-1.5214278043525273,-0.7965065688588426,0.96871486672261,0.6599100220892966
18,1.5091490895865485,-0.09575873914436994,1.336726096974389,-0.37389075675290084,-1.520299686524631,-0.79610830473385,0.9572811175703873,0.666263326231137
19,1.510379866903733,-0.10079167452984805,1.3285925800369085,-0.3727422607922408,-1.5226805346507803,-0.7956733635574467,0.9432550360544216,0.6698940485742257
20,1.5093307309030322,-0.11018604553623912,1.3181166387467869,-0.3750045527562835,-1.5018702512927475,-0.7889912621359172,0.9341132150236814,0.6692803528603282
